card_id,chinese,pinyin,english
x60P0ZXrSaDwfhvIhNgJur,"zēng yǒu liǎng wèi nián qīng rén fēi fǎ qīn rù le dà xué wǎng luò， chuàng jiàn le yī gè gōng gào pái， bìng zài shàng mian zhuāng rù le liú xíng de shāng yè ruǎn jiàn， huán yāo qǐng yīn tè wǎng shàng de yòng hù xià zài zhè xie ruǎn jiàn bāo。 ;; Once two lads broke into the university network, created a bulletin board, loaded popular commercial software on it and invited users across Internet to download the packages.",,曾有两位年轻人非法侵入了大学网络，创建了一个公告牌，并在上面装入了流行的商业软件，还邀请因特网上的用户下载这些软件包。
NiBMVwjVrhaZGhiz8LaIJS,"yǒu rén shuō Bù shí yīn xuǎn jǔ dà huì kāi de bù hǎo yǐ jí jìng xuǎn fāng fǎ bù jiā ér shòu hài。 kě shì jí shǐ liǎng zhě dōu zuò de jiào hǎo， jié guǒ yě jiàng shì yí yàng。 wǒ xiǎng gēn běn wèn tí yě bù zài yú jīng jì。 ;; Some will say Mr. Bush was done in by a bad convention and a bad campaign. But if both had gone better the outcome would have been the same. And I don't think it all came down to the economy, either.",,有人说布什因选举大会开得不好以及竞选方法不佳而受害。可是即使两者都做得较好，结果也将是一样。我想根本问题也不在于经济。
2ABlRtxaRaWt5SvjL3j6sW,Mǎ kè sī liè níng zhǔ yì Mǎ kè sī zhǔ yì de yán shēn， bāo hán le liè níng de dì guó zhǔ yì shì zī běn zhǔ yì de zuì zhōng biǎo xiàn xíng shì de lǐ lùn， bìng zhǐ chū le dòu zhēng zhōng xīn zòng fā dá guó jiā dào bù fā dá guó jiā de zhuǎn yí ;; The expansion of Marxism to include both Lenin's concept of imperialism as the final form of capitalism and a shift in the focus of struggle from the developed to the underdeveloped countries.,,马克思列宁主义马克思主义的延伸，包含了列宁的帝国主义是资本主义的最终表现形式的理论，并指出了斗争中心从发达国家到不发达国家的转移
RpYiY7O7TIX8Eh6qzOqoOG,"yī zhòng zhòng yào de chǔ lǐ guò chéng， qí zhōng zuì gāo yōu xiān quán chǔ lǐ rèn wu cháng cháng yóu jù yǒu yōu xiān dù de shí shí rèn wu xíng chéng， jīng guò shǐ yòng zhōng duàn ér jìn rù jiào dī yōu xiān quán rèn wu huò hòu tái chǔ lǐ rèn wu。 ;; An important processing procedure in which top-priority processing most often results from real-time entries which usually have precedence, through the use of interrupts into lower-priority or background processing.",,一种重要的处理过程，其中最高优先权处理任务常常由具有优先度的实时任务形成，经过使用中断而进入较低优先权任务或后台处理任务。
uMURXiLGbJHm3pycXB2DrH,"zài fèn shí xì tǒng zhòng， zhōng duān huò qí tā shè bèi jìn xíng yī cì shù jù jiāo huàn， cóng ér wán chéng yī gè tè dìng de dòng zuò huò chǎn shēng yī gè tè dìng de jié guǒ。 lì rú， shū rù kè hù de cún kuǎn jīn é bìng xiū gǎi kè hù de yú é。 ;; In systems with time sharing, an exchange between a terminal and another device that accomplishes a particular action or result; for example, the entry of a customer's deposit and the updating of the customer's balance.",,在分时系统中，终端和其它设备进行一次数据交换，从而完成一个特定的动作或产生一个特定的结果。例如，输入客户的存款金额并修改客户的余额。
MqIvMKMn2WKJWUMuKbNFKt,mǐn jié de bù fá ;; A merry pace.,,敏捷的步伐
wa75yTkJy1Pv2vvWSpRGde,yòu míng， yì chèng ;; Also known as.,,又名，亦称
Lmmf8FvqGM6FGmUdPiYdBp,wǒ bí zi yǎng yang. ;; My nose tickles.,,我鼻子痒痒.
GYhsFok5Y7s54shMErg0WD,zhí quán de bì duān ;; Abuse of power.,,职权的弊端
zuHpRaUi1DCq7X00cquoRn,rén jiē yǒu yī sǐ. ;; All men must die.,,人皆有一死.
M17hBtu6sIyZwwrWa2t5sM,tā tóu zhì hěn hǎo. ;; He throws well.,,他投掷很好.
xVZNyEKxv4IMKjhBduuL2K,qián fú de chuán rǎn ;; A latent infection.,,潜伏的传染
xTxBgTXYcb1Rm5QdMwZLFM,tā xiàng wǒ zhǎ yǎn。 ;; She winked at me.,,她向我眨眼。
qylKuruJMOu5twyqiAfPEY,tā bèi jū liú le。 ;; He is under arrest.,,他被拘留了。
q37y4zIzhnUOyCDyLzTlWC,kě chù mō de zhǒng liú ;; A palpable tumor.,,可触摸的肿瘤
YQXheWvINmhvxSREPk1Vgb,tā shǒu fǎ bēi bǐ。 ;; He plays dirty pool.,,他手法卑鄙。
Yq312aOD0czktLHy6TGAmx,mò rén lǐ cǎi tā。 ;; Nobody speaks to him.,,没人理睬他。
axbrU6U05HMqYISsn5pr50,tā shēng lái jí yǎ. ;; She's been dumb from birth.,,她生来即哑.
pzp5jmcNxpSraGkpSbfaj7,tā xì shàng bǎo jiàn. ;; He girded on his sword.,,他系上宝剑.
7fu065h1uB2hNcCuGNSQwQ,bǎi chuí néng bǎi dòng. ;; A pendulum oscillates.,,摆锤能摆动.
epOhtq8AVLZT1UXZ8va8fP,wǒ xǐ huan yīng huā。 ;; I like oriental cherry.,,我喜欢樱花。
DbVHydA1tUI7N4EfkkPJsL,kě xiāo fèi de yuán quán ;; An expendable source.,,可消费的源泉
ktoZmChVgXcbdbL44POAap,jiǎ mào de， wèi zào de ;; Counterfeit or fake.,,假冒的，伪造的
aEPzOQMD6iJMyW6pEoq8RW,tā tòng kǔ de shēn yín. ;; She groaned with pain.,,她痛苦地呻吟.
SEydp4iY0VRL4O0XeANr7g,tā cún xīn dǎo luàn. ;; He means (to cause) trouble.,,他存心捣乱.
D8nzaM3wxJggjy7yH0dGy3,tā diǎn rán le xuě jiā。 ;; He lit up a cigar.,,他点燃了雪茄。
taNaXkk21hDhfMy5xi3JEn,ǒu tù ǒu tù de xíng wéi ;; The act of vomiting.,,呕吐呕吐的行为
PaAOsF8SRyt7xVM6QCb8op,bǎ tāng jiǎo bàn yī xià. ;; Give the soup a stir.,,把汤搅拌一下.
DD6cXNPi3MFNFf32oyiRr3,jìng zi shì tuǒ yuán de。 ;; The mirror is oval.,,镜子是椭圆的。
aJ3qA2dZlmZgc8REBHrP8k,bǎ chuí zi rēng jǐ wǒ. ;; Drop the hammer down to me.,,把锤子扔给我.
dRO7MKgmGrX88DDrhPVI75,yīng bǔ shí xiǎo niǎo。 ;; Hawks prey on small birds.,,鹰捕食小鸟。
az17GGHren8YosYgE74YZK,tā liǎng tuǐ má bì. ;; She is paralysed in both legs.,,她两腿麻痹.
UwLPhqYuHsb0g0dPZVMagX,tā xī gài suān tòng。 ;; He has a pain in the knee.,,他膝盖酸痛。
M0HJyKnyWvAaghtllwJugB,wǒ men zhuī gǎn qiè zéi. ;; We ran after the thief.,,我们追赶窃贼.
C2gT8X76Lbe8S5tvqyKz5T,nǐ zài jiào suō tōu qiè. ;; You are abetting theft.,,你在教唆偷窃.
sF4jPHwhqaSgsOZqsHTeHa,tā de mài bó jiā kuài le. ;; Her pulse quickened.,,她的脉搏加快了.
llHC05MBEk2jaZGxxI1eRj,tā zhèng zài bō wān dòu。 ;; He is podding peas.,,他正在剥豌豆。
5KJnTMYpTMiLhNNtr6aaUa,dǔ bó bǎ tā huǐ le. ;; Gambling was his destruction.,,赌博把他毁了.
w0HE4IMQ5PzKrpR1BYqykW,tā huà zhuāng tài nóng. ;; She wears far too much paint.,,她化妆太浓.
4hX4ktEzN2fvDkaPniKnY2,tā wài biǎo píng yōng。 ;; He has a bland appearance.,,他外表平庸。
AnKQXh4iuq1iEILP8RbdpY,wǒ xǐ huan fān chuán yùn dòng. ;; I love sailing.,,我喜欢帆船运动.
ggFh2vmagudxfua1sJakr4,zài zǒng shù shàng zài jiā9. ;; Add 9 to the total.,,在总数上再加9.
eNStNAovg2KbHu08bVaacG,tā shàn cháng huì huà。 ;; She is clever at painting.,,她擅长绘画。
1ujgQgAZWPXVBwpktVeBDh,tā qì de zhí duò jué. ;; He stamped (his foot) in anger.,,他气得直跺脚.
KHcsrntKCWutLe1lqLmqlH,bù zhí de wǒ qù qǐ qiú ;; It was beneath me to beg.,,不值得我去乞求
MNr4VPxh8ZQwRMpG5aEGyk,xiǎo xīn de fèi yán。 ;; Take care of getting pneumonia.,,小心得肺炎。
cP54tu3cUcnklG3HQQyqGG,tā bèi tā men jī xiào。 ;; He is laughed at by them.,,他被他们讥笑。
GlauJbx7w0rpjXVbEYpfGS,tā cún xīn shuō huǎng。 ;; He told us a deliberate lie.,,他存心说谎。
3pKXVzJJx5JyqFWZaAkxQM,tā shì gè hào bàn lu:3. ;; She's an excellent companion.,,她是个好伴侣.
emdwIXbqmTGbYKgoxmi1mf,nèi gé dìng qī kāi huì. ;; The Cabinet meets regularly.,,内阁定期开会.
6wcXKbC0gqHnYyFnRqmFg1,zhè shì miàn tū miàn jìng。 ;; This is a convex mirror.,,这是面凸面镜。
nwj22dUVHjfdU8SPf5dsVn,tā shì gè diāo huá de gū niang. ;; She's a sly puss.,,她是个刁滑的姑娘.
a2dL3qhIBa2uaavQu7aKvM,tā háo wú yōu mò gǎn。 ;; She had no sense of humor.,,她毫无幽默感。
0016DrdamCCHRaWmgbyecD,tā yòng qián kāng kǎi。 ;; He is liberal with his money.,,他用钱慷慨。
MwOaJZPiKVasIxqkfaMXt6,xiàng pí qiú tán lì hào. ;; A rubber ball bounces well.,,橡皮球弹力好.
nqA6usoXmJNpnTagSb7Upk,chǔ xù shì yǒu yuǎn xiàn de. ;; It's prudent to save.,,储蓄是有远见的.
jmShqivqOkIlAJZbJUtUYR,yǎn yán yǎn jīng de fā yán ;; Inflammation of the eye.,,眼炎眼睛的发炎
pCfr0GlokC4rhXJkvpphl1,wù gū zhù yī zhì。 ;; Don't put all your eggs in one basket.,,勿孤注一掷。
SCOUxyacaExz41EYMHR0To,tā dé le fèi yán。 ;; He has an inflammation of the lungs.,,他得了肺炎。
GolmaaiK8Ea0ac24LT8VVu,wǒ yǒu diǎn quē gài。 ;; I have a slight calcium deficiency.,,我有点缺钙。
NPxIpHaNptdNnwNMEvNsoV,āo yuán xíng āo xiàn de xiàn jué ;; A concave molding.,,凹圆形凹陷的线脚
DZtf5hYAbH2Yx6vqsOEnMw,kǎi ěr tè rén de guàn yòng yǔ ;; A Celtic idiom.,,凯尔特人的惯用语
TALVhogZvax64xTo7Jz2Aq,tā men xié dài著 wǔ qì. ;; They were carrying weapons.,,他们携带著武器.
EXu5MdCd7Mo5nswDChvAab,gōu cáo lǐ dōu shì nì. ;; The gutter has filled up with mud.,,沟槽里都是泥.
sMmS7mY3N3MmAyc7Z7B1Wk,zhè mó qǐ lai xiàng sī róng。 ;; It feels like velvet.,,这摸起来像丝绒。
KlBcEg8PBLFrc5zszdXhSn,tā de mài bó bù guī zé。 ;; His pulse was unsteady.,,他的脉搏不规则。
z22D5Haa7yxHG7dJk2zSOo,tā shì shì zǔ náo wǒ。 ;; He crossed me in everything.,,他事事阻挠我。
N3XOREaW8W8qr2q8dCCyTw,tā yǐ qián táo chū jìng. ;; He absconded from the country.,,他已潜逃出境.
O7dGpSiaDeGSUNxtChatL4,pàn biàn bèi zhèn yā le。 ;; The rebellion was put down.,,叛变被镇压了。
aDcoJpYgMIEcyS2Gh7nIZy,xiǎo xī zài zhèr fèn chà。 ;; The stream diverges here.,,小溪在这儿分岔。
6Hja2PcT1uq8SJm1iBMkrS,wǒ xiāng xìn tā de shì yán。 ;; I believe his troth.,,我相信他的誓言。
kTSLiURj1bzyc6VaSrdAry,tā mà tā shuō huǎng。 ;; She reproved him for telling lies.,,她骂他说谎。
mUKGpkrV5hSSK1wQREe85F,nà shì shèng lì de yù zhào。 ;; It's an omen of victory.,,那是胜利的预兆。
JnM2QRDohBo82CQhgVItrH,tā shì gè bēi bǐ de jiā huo. ;; He's a scurvy wretch.,,他是个卑鄙的家伙.
CuhObQqEvcamqWLV4ghwNN,qǐng bù yào cháo xiào tā。 ;; Please don't laugh at him.,,请不要嘲笑他。
E8am8OYuiApUNE8N0Oq1Ok,tā xǐ huan jué kǒu xiāng táng。 ;; He likes chewing gum.,,他喜欢嚼口香糖。
SWTfpoljTPjcwp2QqrLCa2,tā zǒng shì zài mán yuàn。 ;; He is forever complaining.,,他总是在埋怨。
rL00FWY3Zurtvk4uowZU2F,shěn pàn yán xù le6 tiān。 ;; The trial lasted six days.,,审判延续了6天。
l0COGwNVrT6qUucmcBQIB2,tā tōng cháng shì máng lù de。 ;; He is usually busy.,,他通常是忙碌的。
YpaaFzQfdCAvVjlwA3QNbO,hé shang dōu tì guāng tou. ;; Buddhist priests shave their heads.,,和尚都剃光头.
mYA7zqN1ga8kUiwya7tnXq,tā yòng shuǐ ní qì zhuān. ;; He cemented the bricks into place.,,他用水泥砌砖.
2LfIYHeL4Dp0wGongfEIaE,tā sǒng le sǒng jiān páng. ;; She gave a shrug of her shoulders.,,她耸了耸肩膀.
uIhvYrpKpYtmm4mT6Ausa8,dì shang mǎn shì mǎ yǐ. ;; The ground was crawling with ants.,,地上满是蚂蚁.
LnmfZSgfBSXV4vdwmsaqDZ,é zi dǒu dòng著 chì bǎng. ;; The moth quivered its wings.,,蛾子抖动著翅膀.
N7Ehrg8PGibrRcz1bcj2fq,jīng jì zhèng zài tíng zhì。 ;; The economy is stagnating.,,经济正在停滞。
8rg7mVoJAnA6daEiRPViNu,yòng hùn níng tǔ qì zhuān. ;; The bricks are bedded in concrete.,,用混凝土砌砖.
2JBLEFr4OBIA3gWcxj2q3l,tā xià de máo fà dào shù。 ;; He got a vertical breeze up.,,他吓得毛发倒竖。
QECoYmZZxzs8p14WJr3drL,qǐng wù bì yòng diǎn mó gu。 ;; Do have some mushrooms.,,请务必用点蘑菇。
qWBaWsnHQABqFBxtfjNtEE,wǒ men kào mǎ tóu tíng bó. ;; We moored alongside the quay.,,我们靠码头停泊.
3dQUZNOMWyhs8iKDcPOmYx,kàn lai nǐ zài sā huǎng。 ;; It seems (that) you were lying.,,看来你在撒谎。
AZfyEEFRIncnDKNdcp24u5,mǎn yuè chéng yuán xíng。 ;; The full moon has a circular form.,,满月呈圆形。
T0WANB8VFpIPeM43maTG1Y,shuǐ shēng dào wǒ de jǐng bù. ;; The water came up to my neck.,,水升到我的颈部.
qI4v6gmSvFRpTRDsmdt5zO,hé shang dōu tì guāng tou. ;; Buddhist priests shave their heads.,,和尚都剃光头.
N8Zyvao8X4a6DrF4GNOVoq,"wèi jù， jiāo lu:4 de yī piē ;; A fearful, nervous glance.",,畏惧，焦虑的一瞥
Jd3ZAr0jYTQafxZnaBOaGo,tā de mài bó tiào de hěn màn。 ;; His pulse beat slow.,,他的脉搏跳得很慢。
JxSPaacErrUlabEil3XBh4,tā hòng de yīng ér yī xiào. ;; She coaxed a smile from the baby.,,她哄得婴儿一笑.
m4hwEHgmMeHGIZjjA7TS0Q,gǒu de xiù jué hěn líng mǐn. ;; Dogs have a keen sense of smell.,,狗的嗅觉很灵敏.
BrX8P8qXIq5QRFxJanTBs1,wǒ yǐ mò guò zhè bǎ fǔ zi。 ;; I have milled this axe.,,我已磨过这把斧子。
KzC0haAH4HPoBu5wEix1aK,zhā lǐ yī shì zāo zhǎn shǒu. ;; Charles I had his head cut off.,,查理一世遭斩首.
0uDoAKO6R36onXCJ5LWpPJ,tā men shǐ tā sū xǐng guò lai。 ;; They brought him to.,,他们使他苏醒过来。
0A12nbt1qLtocmq6bgfU15,māo yòng zhuǎ zi hù xiāng zhuā. ;; The cats clawed at each other.,,猫用爪子互相抓.
0Iypyx8c3CnvGSHcjW4egz,tā fù qīn shì jīn róng jiā。 ;; Her father is a financier.,,她父亲是金融家。
ogbtHPHYEkJ8sahv3IULXD,zhǎng jǐng lù de bó zi hěn zhǎng. ;; Giraffes have long necks.,,长颈鹿的脖子很长.
fLm7njJGJWbXmK8tEqwxVm,è dú huò bēi liè de xíng wéi ;; A spiteful or malicious act.,,恶毒或卑劣的行为
qbLZwAszNGBFuEfEvL8NnH,zhàn zhēng shì yī chǎng dà tú shā。 ;; War is mass murder.,,战争是一场大屠杀。
SvM54eIXtDHNrU2a4NycjP,jué mù zhě wá jué fén mù de rén ;; One that digs graves.,,掘墓者挖掘坟墓的人
SDopFsKMAneLrI5kXsSeL7,jiā qín de zhǒng lèi hěn duō。 ;; There are many kinds of fowl.,,家禽的种类很多。
6NUjTrUifZJMXR6dTEkGci,tā jǐ qín cài péi shàng le tǔ. ;; He earthed up the celery.,,他给芹菜培上了土.
KefS68eLaUp3eb3CGcFdxr,wǒ mèng jian wǒ néng fēi xiáng. ;; I dreamt (that) I could fly.,,我梦见我能飞翔.
